,zpid,streetAddress,city,state,zipcode,latitude,longitude,bedrooms,bathrooms,livingArea,lotAreaValue,lotAreaUnit,rentZestimate,taxAssessedValue,price,walkscore,bikescore,violent_crime,property_crime,cost_of_living,avg_sal,st_ratio,air_quality,n_per_household
347,125278693,6020 Chimera Ct,Dallas,TX,75206,32.81296,-96.762436,3.0,4.0,2316,1873.08,sqft,,487380.0,725000,64.0,69.0,47.6,61.2,132.5,"$52,889",10,44,1.8
348,26849547,6873 Greenwich Ln,Dallas,TX,75230,32.910084,-96.786865,5.0,5.0,3914,0.422,acres,4018.0,632250.0,1274999,31.0,60.0,33.6,46.8,161.1,"$69,028",10,43,2.2
349,303983160,4519 Arberry Ln,Dallas,TX,75219,32.81598,-96.81883,3.0,4.0,2315,1263.24,sqft,3995.0,410820.0,710000,63.0,32.0,47.7,61.0,111.5,"$60,726",10,40,1.7
350,26682794,5318 Victor St,Dallas,TX,75214,32.800648,-96.760925,3.0,2.0,1444,7405.2,sqft,,330100.0,545000,72.0,47.0,35.3,49.6,142.8,"$71,740",10,50,2.2
351,26808478,3368 Merrell Rd,Dallas,TX,75229,32.887005,-96.864685,4.0,3.0,2450,10149.48,sqft,,411870.0,585000,61.0,42.0,32.4,44.1,131.3,"$74,274",10,47,3.0
352,26729594,1902 Norfolk Ave,Dallas,TX,75203,32.73208,-96.79639,3.0,2.0,2108,7361.64,sqft,,137900.0,369900,64.0,68.0,70.1,76.0,88.0,"$29,045",10,35,2.7
353,26786840,428 Parkhurst Dr,Dallas,TX,75218,32.85399,-96.71134,2.0,1.0,1308,9365.4,sqft,,342230.0,425000,50.0,45.0,35.8,50.3,121.6,"$71,820",10,51,2.3
354,2098647456,9829 Walnut St APT 203,Dallas,TX,75243,32.922775,-96.71739,2.0,2.0,894,8.814,acres,1625.0,,136500,54.0,16.0,63.7,72.7,102.0,"$36,010",10,48,2.5
355,26851728,13104 Tahoe Dr,Dallas,TX,75240,32.926777,-96.77709,4.0,3.0,1998,0.251,acres,,357740.0,499000,63.0,20.0,67.6,75.6,108.5,"$36,498",10,42,2.7
356,26802371,8735 Buckeye Dr,Dallas,TX,75217,32.7225,-96.66828,3.0,2.0,1191,8189.28,sqft,,122070.0,177589,34.0,70.0,60.6,67.8,92.1,"$35,786",10,50,3.8
357,26904649,1427 Sunny Glen Dr,Dallas,TX,75232,32.686657,-96.84673,3.0,3.0,1963,6098.4,sqft,1594.0,235650.0,325000,31.0,66.0,65.7,72.3,95.9,"$35,443",10,36,2.9
358,26694775,5811 Vanderbilt Ave,Dallas,TX,75206,32.82522,-96.767426,3.0,2.0,1707,8668.44,sqft,2499.0,563820.0,749000,67.0,73.0,47.6,61.2,132.5,"$52,889",10,44,1.8
359,26831548,2651 San Paula Ave,Dallas,TX,75228,32.832306,-96.66891,3.0,2.0,1500,7623.0,sqft,1963.0,182680.0,429900,56.0,22.0,58.0,67.2,99.8,"$36,773",10,51,3.0
360,26704228,5602 Matalee Ave,Dallas,TX,75206,32.832394,-96.77212,3.0,4.0,3003,4530.24,sqft,,597700.0,875000,71.0,92.0,47.6,61.2,132.5,"$52,889",10,44,1.8
361,53390096,5103 Bryce Canyon Rd,Dallas,TX,75211,32.73112,-96.91259,4.0,3.0,1865,7557.66,sqft,2100.0,186340.0,376000,17.0,18.0,59.1,67.3,94.3,"$36,908",10,50,3.6
362,55827491,3401 Lee Pkwy APT 2101,Dallas,TX,75219,32.809296,-96.80468,3.0,4.0,4777,1.963,acres,10140.0,912000.0,5500000,70.0,36.0,47.7,61.0,111.5,"$60,726",10,40,1.7
363,26789068,3946 Rochelle Dr,Dallas,TX,75220,32.874172,-96.84927,4.0,3.0,2652,7056.72,sqft,4109.0,661440.0,1000000,46.0,91.0,58.2,67.6,115.2,"$38,628",10,38,3.2
364,26819763,9560 Crestshire Dr,Dallas,TX,75227,32.752934,-96.65794,3.0,2.0,2064,7753.68,sqft,1645.0,109880.0,189900,44.0,30.0,53.9,63.3,92.9,"$38,201",10,53,3.4
365,2090380562,2722 Knight St #301E,Dallas,TX,75219,32.80913,-96.81529,2.0,1.0,812,2.55,acres,1535.0,,209000,66.0,33.0,47.7,61.0,111.5,"$60,726",10,40,1.7
366,26887492,11731 Kilkirk Ln,Dallas,TX,75228,32.85135,-96.66364,4.0,2.0,2151,7797.24,sqft,2270.0,197130.0,375000,46.0,13.0,58.0,67.2,99.8,"$36,773",10,51,3.0
367,26806745,10318 Crestover Dr,Dallas,TX,75229,32.886864,-96.84943,4.0,5.0,3214,0.376,acres,,683930.0,995000,50.0,87.0,32.4,44.1,131.3,"$74,274",10,47,3.0
368,120753725,5807 Park Ln,Dallas,TX,75225,32.87425,-96.80813,5.0,8.0,7864,0.5930000000000001,acres,25786.0,3742890.0,5950000,49.0,17.0,6.7,12.9,229.3,"$156,173",10,43,2.5
369,162162414,1000 N Carroll Ave,Dallas,TX,75204,32.79752,-96.77397,,,5248,7405.0,sqft,4350.0,623970.0,850000,72.0,7.0,60.4,70.9,123.1,"$66,646",10,38,1.8
370,26857881,441 Hart St,Dallas,TX,75203,32.75243,-96.802574,0.0,1.0,3860,3860.0,sqft,895.0,44540.0,165000,52.0,49.0,70.1,76.0,88.0,"$29,045",10,35,2.7
371,26747409,6304 Berwyn Ln,Dallas,TX,75214,32.843863999999996,-96.75501,4.0,3.0,2292,9931.68,sqft,3994.0,412830.0,879500,60.0,69.0,35.3,49.6,142.8,"$71,740",10,50,2.2
372,26777721,3236 O'Bannon Dr,Dallas,TX,75224,32.70788,-96.84195,3.0,2.0,1487,8668.44,sqft,1699.0,133570.0,300000,53.0,45.0,65.1,71.9,89.6,"$34,592",10,31,3.3
373,26840706,10110 Lingo Ln,Dallas,TX,75228,32.82993,-96.67848,4.0,2.0,2000,7579.44,sqft,1599.0,189790.0,440000,49.0,13.0,58.0,67.2,99.8,"$36,773",10,51,3.0
374,2062666407,4809-4811 Berridge Ln,Dallas,TX,75227,,,6.0,4.0,2752,10193.04,sqft,,,475000,,96.0,53.9,63.3,92.9,"$38,201",10,53,3.4
375,2113130875,4851 Cedar Springs Rd APT 188,Dallas,TX,75219,32.8193,-96.82322,2.0,2.0,961,6.609,acres,,,229000,48.0,14.0,47.7,61.0,111.5,"$60,726",10,40,1.7
376,55827077,85 Kennington Ct,Dallas,TX,75248,32.97139,-96.8138,3.0,4.0,4256,8145.72,sqft,6900.0,1134170.0,2490000,29.0,84.0,35.2,49.4,129.0,"$68,745",10,49,2.2
377,2069017480,1505 Elm St APT 604,Dallas,TX,75201,32.781483,-96.79971,1.0,2.0,1482,10018.8,sqft,,,299900,78.0,25.0,49.1,63.3,167.0,"$76,408",10,30,1.6
378,26586752,5830 Sand Shell Ct,Dallas,TX,75252,33.009186,-96.80678,4.0,3.0,2447,9583.2,sqft,2932.0,393359.0,700000,29.0,75.0,42.2,56.5,124.0,"$55,237",10,48,2.1
379,26709018,609 W Page Ave,Dallas,TX,75208,32.74049,-96.83266,2.0,2.0,1508,8102.16,sqft,2149.0,191000.0,433000,59.0,54.0,49.5,60.4,107.9,"$46,547",10,41,3.1
380,26696381,2408 Garden Dr,Dallas,TX,75215,32.750732,-96.756256,4.0,2.0,1644,5314.32,sqft,,187100.0,295000,51.0,89.0,70.4,76.2,84.2,"$23,991",10,44,2.5
381,248830382,4205 Delano Pl UNIT 1A,Dallas,TX,75204,32.802574,-96.78517,2.0,3.0,1500,0.31,acres,2600.0,335960.0,455000,69.0,14.0,60.4,70.9,123.1,"$66,646",10,38,1.8
382,2066932631,17217 Hidden Glen Dr,Dallas,TX,75248,32.98391,-96.7953,4.0,3.0,3544,0.298,acres,,,990000,45.0,16.0,35.2,49.4,129.0,"$68,745",10,49,2.2
383,26683314,4139 Buena Vista St,Dallas,TX,75204,32.816715,-96.79553,3.0,4.0,2093,2962.08,sqft,,676730.0,995000,84.0,33.0,60.4,70.9,123.1,"$66,646",10,38,1.8
384,26878187,3519 Silverhill Dr,Dallas,TX,75241,32.66465,-96.7631,4.0,2.0,1100,7187.4,sqft,1406.0,105760.0,225000,36.0,65.0,70.1,76.0,92.1,"$32,258",10,25,3.0
385,2070167479,643 Helena St,Dallas,TX,75217,32.723644,-96.71576,4.0,2.0,1583,6909.0,sqft,2092.0,,260000,43.0,25.0,60.6,67.8,92.1,"$35,786",10,50,3.8
386,2070563505,2820 Lawtherwood Pl,Dallas,TX,75214,32.82032,-96.732216,3.0,3.0,2175,5662.8,sqft,,,849900,55.0,59.0,35.3,49.6,142.8,"$71,740",10,50,2.2
387,26903047,15 Lakeside Park,Dallas,TX,75225,32.860664,-96.771965,3.0,5.0,4289,6621.12,sqft,7970.0,1137440.0,1500000,58.0,45.0,6.7,12.9,229.3,"$156,173",10,43,2.5
388,26876764,16038 Chalfont Cir,Dallas,TX,75248,32.966225,-96.80698,3.0,3.0,2828,6185.52,sqft,3543.0,472060.0,659990,29.0,14.0,35.2,49.4,129.0,"$68,745",10,49,2.2
389,26750911,6803 Kingsbury Dr,Dallas,TX,75231,32.859695,-96.74543,4.0,4.0,2807,0.395999999999999,acres,4259.0,354060.0,535000,68.0,88.0,66.4,74.8,92.5,"$32,011",10,47,2.5
390,26900111,6713 Lakewood Blvd,Dallas,TX,75214,32.81965,-96.74555,4.0,5.0,4988,0.279999999999999,acres,10515.0,1488000.0,2800000,40.0,24.0,35.3,49.6,142.8,"$71,740",10,50,2.2
391,26816263,215 N Nachita Dr,Dallas,TX,75217,32.714027,-96.66315,4.0,2.0,1164,7535.88,sqft,1656.0,124040.0,250000,46.0,39.0,60.6,67.8,92.1,"$35,786",10,50,3.8
392,26709042,608 Centre St,Dallas,TX,75208,32.74207,-96.832634,4.0,2.0,1800,5096.52,sqft,2409.0,212390.0,580000,60.0,10.0,49.5,60.4,107.9,"$46,547",10,41,3.1
393,26739247,7859 High Oaks Cir,Dallas,TX,75231,32.881916,-96.74658,2.0,3.0,2001,5706.36,sqft,,328130.0,424900,56.0,12.0,66.4,74.8,92.5,"$32,011",10,47,2.5
394,26767822,2742 Downing Ave,Dallas,TX,75216,32.71488,-96.7939,3.0,2.0,1396,6913.0,sqft,1500.0,102140.0,280000,46.0,60.0,70.7,76.4,82.1,"$23,591",10,36,2.9
395,26905992,11211 Strait Ln,Dallas,TX,75229,32.901237,-96.824936,4.0,3.0,3425,1.016,acres,10246.0,1420000.0,2300000,35.0,53.0,32.4,44.1,131.3,"$74,274",10,47,3.0
396,303984260,14205 Stallion Ridge Dr,Dallas,TX,75253,32.675117,-96.59021,3.0,2.0,1542,5993.856,sqft,1945.0,204880.0,290000,19.0,36.0,58.0,65.7,97.1,"$34,788",10,57,3.4
397,26843371,9027 Longmont Dr,Dallas,TX,75238,32.87025,-96.70871,4.0,2.0,1516,7579.44,sqft,2570.0,328690.0,475000,62.0,80.0,42.3,55.6,128.4,"$52,542",10,53,2.5
398,2071522432,7303 Thurston St,Dallas,TX,75235,32.83304,-96.85091,4.0,3.0,2650,7230.96,sqft,3994.0,,498500,54.0,63.0,62.0,71.2,96.3,"$40,593",10,43,2.6
399,26754280,6405 Del Norte Ln,Dallas,TX,75225,32.86892,-96.79496,3.0,3.0,2755,8058.6,sqft,4438.0,626190.0,895000,53.0,24.0,6.7,12.9,229.3,"$156,173",10,43,2.5
400,162196625,912 N Madison Ave,Dallas,TX,75208,32.754345,-96.82622,4.0,1.0,1305,7274.52,sqft,2013.0,301770.0,350000,61.0,29.0,49.5,60.4,107.9,"$46,547",10,41,3.1
401,26803525,5624 Brookstown Dr,Dallas,TX,75230,32.91046,-96.81282,4.0,4.0,3320,0.384999999999999,acres,4742.0,701340.0,1450000,56.0,1.0,33.6,46.8,161.1,"$69,028",10,43,2.2
402,26740615,8320 San Leandro Dr,Dallas,TX,75218,32.811687,-96.71272,4.0,3.0,2598,0.31,acres,4317.0,495210.0,1099500,37.0,23.0,35.8,50.3,121.6,"$71,820",10,51,2.3
403,26711364,1218 Strickland St,Dallas,TX,75216,32.73703,-96.8061,4.0,2.0,1579,7492.32,sqft,1849.0,112300.0,299995,36.0,16.0,70.7,76.4,82.1,"$23,591",10,36,2.9
404,26857257,4519 Luzon St,Dallas,TX,75216,32.70973,-96.74611,2.0,1.0,768,7187.4,sqft,1249.0,56500.0,85000,28.0,49.0,70.7,76.4,82.1,"$23,591",10,36,2.9
405,26833925,1946 Life Ave,Dallas,TX,75212,32.786106,-96.85241,4.0,3.0,2412,6795.0,sqft,1599.0,110470.0,472000,52.0,29.0,70.2,75.4,87.0,"$28,577",10,52,3.6
406,26827294,4040 Shady Hollow Ln,Dallas,TX,75233,32.696804,-96.88595,6.0,3.0,2286,10018.8,sqft,2423.0,252690.0,408000,35.0,82.0,59.6,67.9,102.5,"$39,175",10,48,3.3
407,26766276,2947 50th St,Dallas,TX,75216,32.69986,-96.77335,3.0,1.0,1172,7535.88,sqft,1394.0,100600.0,220000,51.0,35.0,70.7,76.4,82.1,"$23,591",10,36,2.9
408,26696217,1019 Clermont Ave,Dallas,TX,75223,32.802692,-96.74023,3.0,2.0,1724,6573.204,sqft,2734.0,466580.0,612000,39.0,23.0,56.6,65.2,90.9,"$36,206",10,44,3.1
409,26704973,6323 Ravendale Ln,Dallas,TX,75214,32.83857,-96.75419,3.0,2.0,1718,0.188,sqft,1649.0,360130.0,685000,55.0,38.0,35.3,49.6,142.8,"$71,740",10,50,2.2
410,26699865,2503 Easley St,Dallas,TX,75215,32.741306,-96.75369,2.0,1.0,1176,10062.36,sqft,,86900.0,125000,57.0,19.0,70.4,76.2,84.2,"$23,991",10,44,2.5
411,303981668,420 W Lawson Rd TRAILER 148,Dallas,TX,75253,32.696903,-96.576996,3.0,2.0,1155,,,1097.0,33360.0,84900,32.0,35.0,58.0,65.7,97.1,"$34,788",10,57,3.4
412,26726460,4302 Montie St,Dallas,TX,75210,32.76911,-96.74083,3.0,2.0,1362,5662.8,sqft,1500.0,47740.0,85000,62.0,69.0,70.5,76.3,86.0,"$17,594",10,50,2.8
413,122301079,4041 Capps Dr,Dallas,TX,75209,32.85625,-96.842224,3.0,4.0,3372,10018.8,sqft,5842.0,715740.0,1995000,55.0,32.0,33.4,46.7,152.1,"$81,791",10,43,2.3
414,2067701011,1405 E Waco Ave,Dallas,TX,75216,32.735653,-96.80275,3.0,2.0,1293,10846.44,sqft,,,275000,23.0,86.0,70.7,76.4,82.1,"$23,591",10,36,2.9
415,26802809,11422 Sinclair Ave,Dallas,TX,75218,32.852997,-96.682144,3.0,2.0,1054,7013.16,sqft,1594.0,159030.0,279900,68.0,81.0,35.8,50.3,121.6,"$71,820",10,51,2.3
416,26765670,3224 51st St,Dallas,TX,75216,32.702,-96.765434,4.0,2.0,1398,7927.92,sqft,1599.0,135320.0,149900,38.0,74.0,70.7,76.4,82.1,"$23,591",10,36,2.9
417,60331826,2828 Hood St SUITE 101,Dallas,TX,75219,32.805504,-96.80893,1.0,2.0,1784,3.133,acres,2738.0,481680.0,525000,64.0,20.0,47.7,61.0,111.5,"$60,726",10,40,1.7
418,2086975117,5086 Matilda St APT 216,Dallas,TX,75206,32.848713,-96.767494,2.0,2.0,1038,3.0089,acres,1514.0,,255000,76.0,60.0,47.6,61.2,132.5,"$52,889",10,44,1.8
419,26701467,6231 Tremont St,Dallas,TX,75214,32.810352,-96.75095,4.0,3.0,2378,0.362,acres,3388.0,563880.0,875000,59.0,95.0,35.3,49.6,142.8,"$71,740",10,50,2.2
420,26702099,6969 Lakewood Blvd,Dallas,TX,75214,32.821987,-96.73846,3.0,3.0,2204,0.329,acres,7594.0,870510.0,1649000,50.0,58.0,35.3,49.6,142.8,"$71,740",10,50,2.2
421,2083362412,316 N Henderson Ave #5,Dallas,TX,75214,32.800102,-96.76115,2.0,3.0,1563,0.321,acres,2815.0,,474000,72.0,63.0,35.3,49.6,142.8,"$71,740",10,50,2.2
422,122302467,4107 Bowser Ave APT 109,Dallas,TX,75219,32.815582,-96.808556,1.0,2.0,1218,0.55,acres,2449.0,267960.0,365000,77.0,55.0,47.7,61.0,111.5,"$60,726",10,40,1.7
423,26808218,3304 Duchess Trl,Dallas,TX,75229,32.89293,-96.86733,4.0,3.0,2579,10410.84,sqft,,312290.0,775000,70.0,8.0,32.4,44.1,131.3,"$74,274",10,47,3.0
424,26831853,245 Leda Dr,Dallas,TX,75218,32.8601,-96.707344,3.0,1.0,1313,8886.24,sqft,2211.0,291570.0,447500,60.0,52.0,35.8,50.3,121.6,"$71,820",10,51,2.3
425,26875357,7609 Burns Run Ct,Dallas,TX,75248,32.97661,-96.776024,4.0,4.0,3771,0.258,acres,,491780.0,865000,71.0,57.0,35.2,49.4,129.0,"$68,745",10,49,2.2
426,67962924,3834 Kiest Valley Ct,Dallas,TX,75233,32.708317,-96.88615,4.0,2.0,1550,7535.88,sqft,1911.0,140500.0,330000,30.0,11.0,59.6,67.9,102.5,"$39,175",10,48,3.3
427,26779312,2308 Gibbs Williams Cir,Dallas,TX,75224,32.697952,-96.85617,3.0,2.0,2313,0.357,acres,2553.0,264750.0,395000,39.0,78.0,65.1,71.9,89.6,"$34,592",10,31,3.3
428,26727500,3506 Gibsondell Ave,Dallas,TX,75211,32.737507,-96.87765,3.0,2.0,1400,5998.0,sqft,,141690.0,360000,61.0,44.0,59.1,67.3,94.3,"$36,908",10,50,3.6
429,26910143,4712 Meadow Trail Dr,Dallas,TX,75236,32.677147,-96.90090000000001,3.0,1.0,1013,8232.84,sqft,1395.0,140830.0,245000,40.0,37.0,65.3,73.1,95.9,"$38,408",10,54,2.9
430,26933562,4134 Travis St UNIT 2,Dallas,TX,75204,32.81568,-96.79427,1.0,2.0,1278,0.745,acres,2499.0,275000.0,380000,82.0,31.0,60.4,70.9,123.1,"$66,646",10,38,1.8
431,26680553,3606 Holmes St,Dallas,TX,75215,32.756336,-96.77269,2.0,1.0,1120,4573.8,sqft,1350.0,55850.0,199900,50.0,60.0,70.4,76.2,84.2,"$23,991",10,44,2.5
432,26875769,6505 Beckwith Ct,Dallas,TX,75248,32.979156,-96.795364,4.0,3.0,3117,9757.44,sqft,3650.0,533850.0,975000,56.0,70.0,35.2,49.4,129.0,"$68,745",10,49,2.2
433,26775369,3835 Summit Ridge Dr,Dallas,TX,75216,32.6974,-96.81712,3.0,2.0,1368,7492.32,sqft,,152580.0,289000,50.0,51.0,70.7,76.4,82.1,"$23,591",10,36,2.9
434,26730901,2134 Barberry Dr,Dallas,TX,75211,32.7633,-96.8587,3.0,2.0,1671,8668.44,sqft,2505.0,400710.0,599900,59.0,58.0,59.1,67.3,94.3,"$36,908",10,50,3.6
435,2084746313,6630 Eastridge Dr APT 135,Dallas,TX,75231,32.8643,-96.74949,2.0,2.0,1025,0.0,sqft,1399.0,,185000,64.0,64.0,66.4,74.8,92.5,"$32,011",10,47,2.5
436,26806710,10136 Coppedge Ln,Dallas,TX,75229,32.88435,-96.85055,3.0,3.0,1922,0.371,acres,2974.0,526030.0,625000,51.0,65.0,32.4,44.1,131.3,"$74,274",10,47,3.0
437,26819441,10411 Springhaven Dr,Dallas,TX,75217,32.7393,-96.645195,3.0,2.0,1492,7971.48,sqft,1749.0,117370.0,260000,46.0,67.0,60.6,67.8,92.1,"$35,786",10,50,3.8
438,26713848,339 S Montclair Ave,Dallas,TX,75208,32.741756,-96.84699,2.0,1.0,1428,8624.88,sqft,,249790.0,399000,73.0,71.0,49.5,60.4,107.9,"$46,547",10,41,3.1
439,26712110,814 S Oak Cliff Blvd,Dallas,TX,75208,32.7378,-96.85248,3.0,3.0,2503,7448.76,sqft,,242920.0,399000,65.0,53.0,49.5,60.4,107.9,"$46,547",10,41,3.1
440,26690179,5738 Vickery Blvd,Dallas,TX,75206,32.82271,-96.76849,3.0,2.0,2118,7100.28,sqft,3798.0,626990.0,825000,67.0,48.0,47.6,61.2,132.5,"$52,889",10,44,1.8
441,26712443,807 Hollywood Ave,Dallas,TX,75208,32.738033,-96.85574,3.0,2.0,1628,7535.88,sqft,1950.0,164920.0,559900,61.0,91.0,49.5,60.4,107.9,"$46,547",10,41,3.1
442,26810497,3065 Newcastle Dr,Dallas,TX,75220,32.880177,-96.87401,3.0,2.0,1812,8102.16,sqft,2588.0,280520.0,349900,62.0,11.0,58.2,67.6,115.2,"$38,628",10,38,3.2
443,53072157,6021 Still Forest Dr,Dallas,TX,75252,32.99265,-96.80394,3.0,3.0,2596,6098.4,sqft,,409497.0,647900,49.0,30.0,42.2,56.5,124.0,"$55,237",10,48,2.1
444,2119409539,3702 Holland Ave APT 8,Dallas,TX,75219,32.812412,-96.80308,3.0,4.0,2354,0.369,acres,,,749900,70.0,49.0,47.7,61.0,111.5,"$60,726",10,40,1.7
445,26896289,10620 Cade Rd,Dallas,TX,75217,32.692665,-96.64163,5.0,2.0,1816,0.554999999999999,acres,1950.0,184930.0,220000,41.0,4.0,60.6,67.8,92.1,"$35,786",10,50,3.8
446,26868349,9101 Moss Farm Ln,Dallas,TX,75243,32.896416,-96.74782,4.0,3.0,2484,8363.52,sqft,2999.0,422310.0,735000,44.0,33.0,63.7,72.7,102.0,"$36,010",10,48,2.5
447,26875364,16509 Dundrennan Ln,Dallas,TX,75248,32.980293,-96.77803,5.0,3.0,3004,0.26,acres,,447620.0,899999,68.0,45.0,35.2,49.4,129.0,"$68,745",10,49,2.2
448,26648072,5712 Willow Wood Ln,Dallas,TX,75252,33.01136,-96.8103,4.0,3.0,3679,7840.8,sqft,,495849.0,789500,32.0,19.0,42.2,56.5,124.0,"$55,237",10,48,2.1
449,26849057,12657 Sunlight Dr,Dallas,TX,75230,32.92088,-96.80069,3.0,3.0,3241,6011.28,sqft,4851.0,797640.0,1019500,42.0,93.0,33.6,46.8,161.1,"$69,028",10,43,2.2
450,26698371,2821 Carter St,Dallas,TX,75210,32.775402,-96.74204,4.0,1.0,1250,6795.36,sqft,1699.0,88960.0,200000,54.0,29.0,70.5,76.3,86.0,"$17,594",10,50,2.8
451,26827225,3320 Kiesthill Dr,Dallas,TX,75233,32.704086,-96.87884,4.0,3.0,2876,0.581,acres,,238290.0,579000,32.0,48.0,59.6,67.9,102.5,"$39,175",10,48,3.3
452,122302574,2130 Tetley Dr,Dallas,TX,75201,32.779545,-96.790306,3.0,4.0,2242,1306.8,sqft,3800.0,588230.0,830000,74.0,41.0,49.1,63.3,167.0,"$76,408",10,30,1.6
453,26783832,4318 Cicero St,Dallas,TX,75216,32.705948,-96.77423,3.0,2.0,1296,7274.52,sqft,1520.0,131340.0,235000,37.0,75.0,70.7,76.4,82.1,"$23,591",10,36,2.9
454,26730355,1731 Elmwood Blvd,Dallas,TX,75224,32.727715,-96.84898,3.0,2.0,1774,0.9500000000000001,acres,2049.0,267410.0,695000,56.0,30.0,65.1,71.9,89.6,"$34,592",10,31,3.3
455,2061931621,8110 Skillman St APT 2019,Dallas,TX,75231,32.89144,-96.72824,1.0,1.0,608,7.875,acres,,,76000,51.0,0.0,66.4,74.8,92.5,"$32,011",10,47,2.5
456,89402554,1001 Belleview St #304,Dallas,TX,75215,32.768696,-96.79504,2.0,2.0,1243,0.9430000000000001,acres,2587.0,327540.0,358000,58.0,11.0,70.4,76.2,84.2,"$23,991",10,44,2.5
457,26871785,6908 Heatherknoll Dr,Dallas,TX,75248,32.95038,-96.78935,4.0,3.0,2576,0.358,acres,3034.0,411380.0,749000,28.0,39.0,35.2,49.4,129.0,"$68,745",10,49,2.2
458,67970795,14900 Lasater Rd TRAILER 336,Dallas,TX,75253,32.69034,-96.56224,3.0,2.0,1680,0.0,sqft,1257.0,3650.0,125000,29.0,28.0,58.0,65.7,97.1,"$34,788",10,57,3.4
459,26759212,4407 Woodfin Dr,Dallas,TX,75220,32.871513,-96.83379,6.0,8.0,7244,0.578,acres,16341.0,2735490.0,3395000,44.0,62.0,58.2,67.6,115.2,"$38,628",10,38,3.2
460,26841690,8923 Freeport Dr,Dallas,TX,75228,32.815083,-96.67689,3.0,2.0,1088,0.221,sqft,1649.0,156520.0,235000,45.0,54.0,58.0,67.2,99.8,"$36,773",10,51,3.0
461,26741709,9832 Mercer Dr,Dallas,TX,75228,32.830547,-96.68987,2.0,2.0,1544,9365.4,sqft,1987.0,255020.0,449000,44.0,50.0,58.0,67.2,99.8,"$36,773",10,51,3.0
462,26713861,1606 W 12th St,Dallas,TX,75208,32.740993,-96.84707,3.0,2.0,1850,8171.856,sqft,2614.0,114360.0,625000,72.0,6.0,49.5,60.4,107.9,"$46,547",10,41,3.1
463,26875523,16805 Hunters Point Dr,Dallas,TX,75248,32.97907,-96.77958,5.0,4.0,3084,10497.96,sqft,3935.0,492550.0,699000,69.0,47.0,35.2,49.4,129.0,"$68,745",10,49,2.2
464,26733727,5336 Montrose Dr,Dallas,TX,75209,32.837666,-96.82006,3.0,4.0,3667,0.301,acres,8633.0,1221220.0,2975000,63.0,7.0,33.4,46.7,152.1,"$81,791",10,43,2.3
465,26586739,5801 Bent Creek Trl,Dallas,TX,75252,33.00902,-96.80873,4.0,3.0,3030,8276.4,sqft,,463569.0,750000,25.0,36.0,42.2,56.5,124.0,"$55,237",10,48,2.1
466,26827542,2722 Western Park Dr,Dallas,TX,75211,32.71374,-96.892334,3.0,2.0,1200,0.296,acres,1966.0,190410.0,300000,46.0,43.0,59.1,67.3,94.3,"$36,908",10,50,3.6
467,26822468,6544 Cinnamon Oaks Dr,Dallas,TX,75241,32.659306,-96.76763,3.0,2.0,1073,6969.6,sqft,1395.0,127540.0,220000,34.0,64.0,70.1,76.0,92.1,"$32,258",10,25,3.0
468,26776916,5439 Sonata Ln,Dallas,TX,75241,32.678947,-96.80305,3.0,2.0,1550,9321.84,sqft,1699.0,163000.0,320000,28.0,27.0,70.1,76.0,92.1,"$32,258",10,25,3.0
469,26829043,12541 Degas Ln,Dallas,TX,75230,32.92042,-96.80571,3.0,3.0,3316,8712.0,sqft,,648030.0,898000,53.0,34.0,33.6,46.8,161.1,"$69,028",10,43,2.2
470,26703335,6131 Anita St,Dallas,TX,75214,32.835136,-96.76025,2.0,1.0,1487,6751.8,sqft,,362180.0,500000,54.0,82.0,35.3,49.6,142.8,"$71,740",10,50,2.2
471,26840336,8731 Vinewood Dr,Dallas,TX,75228,32.81637,-96.70242,4.0,3.0,2402,0.533,acres,2900.0,387850.0,749900,36.0,21.0,58.0,67.2,99.8,"$36,773",10,51,3.0
472,26853196,8555 Stillwater Cir,Dallas,TX,75243,32.897614,-96.75463,4.0,3.0,1670,10193.04,sqft,,210790.0,429900,56.0,41.0,63.7,72.7,102.0,"$36,010",10,48,2.5
473,26922706,5740 Martel Ave APT A08,Dallas,TX,75206,32.830956,-96.76859,1.0,2.0,781,1.04,acres,1374.0,164010.0,283000,67.0,38.0,47.6,61.2,132.5,"$52,889",10,44,1.8
474,26868896,9108 Branch Hollow Dr,Dallas,TX,75243,32.900513,-96.73404,4.0,5.0,3205,0.23600000000000002,sqft,,516360.0,750000,49.0,92.0,63.7,72.7,102.0,"$36,010",10,48,2.5
475,26872220,6809 Hunters Ridge Dr,Dallas,TX,75248,32.956093,-96.79163,3.0,3.0,2481,0.306,acres,2999.0,369220.0,599000,44.0,16.0,35.2,49.4,129.0,"$68,745",10,49,2.2
476,67962136,3065 Saint Nicholas Dr,Dallas,TX,75233,32.70856,-96.8689,4.0,3.0,3097,4268.88,sqft,2434.0,245560.0,550000,27.0,19.0,59.6,67.9,102.5,"$39,175",10,48,3.3
477,55827455,3401 Lee Pkwy APT 1403,Dallas,TX,75219,32.809296,-96.80468,2.0,3.0,4620,1.963,acres,9813.0,1814550.0,2195000,70.0,61.0,47.7,61.0,111.5,"$60,726",10,40,1.7
