,zpid,streetAddress,city,state,zipcode,latitude,longitude,bedrooms,bathrooms,livingArea,lotAreaValue,lotAreaUnit,rentZestimate,taxAssessedValue,price,walkscore,bikescore,violent_crime,property_crime,cost_of_living,avg_sal,st_ratio,air_quality,n_per_household
217,26845277,11051 Erhard Dr,Dallas,TX,75228,32.840504,-96.653984,3.0,3.0,3002,0.457999999999999,acres,,238900.0,495330,41.0,72.0,58.0,67.2,99.8,"$36,773",10,51,3.0
218,26858382,9660 Bryson Dr #A,Dallas,TX,75238,32.87806,-96.69795,2.0,2.0,1116,3.16,acres,1649.0,106020.0,130000,49.0,38.0,42.3,55.6,128.4,"$52,542",10,53,2.5
219,26720498,235 W Woodin Blvd,Dallas,TX,75224,32.722622,-96.826096,3.0,3.0,1822,7013.16,sqft,2096.0,164570.0,400000,58.0,38.0,65.1,71.9,89.6,"$34,592",10,31,3.3
220,26851796,13676 Peyton Dr,Dallas,TX,75240,32.93414,-96.77862,4.0,3.0,2231,0.376,acres,2694.0,360000.0,694500,58.0,88.0,67.6,75.6,108.5,"$36,498",10,42,2.7
221,26784948,4809 Berridge Ln,Dallas,TX,75227,32.780296,-96.69489,6.0,4.0,2752,10193.04,sqft,1663.0,271370.0,475000,54.0,84.0,53.9,63.3,92.9,"$38,201",10,53,3.4
222,55826054,2910 Thomas Ave,Dallas,TX,75204,32.796803,-96.796745,3.0,4.0,3086,2134.44,sqft,4840.0,493760.0,799000,67.0,44.0,60.4,70.9,123.1,"$66,646",10,38,1.8
223,26731271,4827 Newmore Ave,Dallas,TX,75209,32.849663,-96.82757,3.0,3.0,2684,6969.6,sqft,,590520.0,775000,66.0,68.0,33.4,46.7,152.1,"$81,791",10,43,2.3
224,26866744,9645 Covemeadow Dr,Dallas,TX,75238,32.882305,-96.72253,4.0,2.0,2512,8755.56,sqft,,394220.0,695000,31.0,48.0,42.3,55.6,128.4,"$52,542",10,53,2.5
225,2061765864,737 Lombard Ln,Forney,TX,75126,32.866123,-96.88108,4.0,4.0,2506,6272.64,sqft,,,415000,54.0,15.0,12.4,17.8,107.3,"$83,554",10,62,3.2
226,26792766,10121 Hedgeway Dr,Dallas,TX,75229,32.883263,-96.84912,4.0,4.0,3161,0.336,acres,4146.0,347900.0,1250000,51.0,25.0,32.4,44.1,131.3,"$74,274",10,47,3.0
227,26834876,4106 Pringle Dr,Dallas,TX,75212,32.791615,-96.881935,4.0,2.0,1518,6316.2,sqft,1925.0,157600.0,230000,48.0,75.0,70.2,75.4,87.0,"$28,577",10,52,3.6
228,2061766966,15934 Club Crest Dr APT 1101,Dallas,TX,75248,32.965313,-96.80739,1.0,1.0,665,11.051,acres,,,165000,29.0,64.0,35.2,49.4,129.0,"$68,745",10,49,2.2
229,27292030,17819 Misty Grove Dr,Dallas,TX,75287,32.99277,-96.85475,5.0,4.0,3939,0.305,acres,4398.0,476089.0,680000,50.0,63.0,57.5,69.0,115.3,"$47,037",10,45,1.9
230,26819397,10320 Springhaven Dr,Dallas,TX,75217,32.738842,-96.64681,3.0,2.0,1397,7753.68,sqft,1694.0,149470.0,259750,47.0,17.0,60.6,67.8,92.1,"$35,786",10,50,3.8
231,26735594,6624 Prosper St,Dallas,TX,75209,32.839157,-96.828255,2.0,1.0,808,6621.12,sqft,1561.0,211730.0,400000,57.0,13.0,33.4,46.7,152.1,"$81,791",10,43,2.3
232,26740320,8247 Santa Clara Dr,Dallas,TX,75218,32.812916,-96.716736,5.0,5.0,3924,0.459,acres,6357.0,939580.0,2195000,34.0,93.0,35.8,50.3,121.6,"$71,820",10,51,2.3
233,26889796,16335 Amberwood Rd,Dallas,TX,75248,32.974327,-96.7976,4.0,3.0,3449,0.28500000000000003,acres,3846.0,505000.0,824900,55.0,72.0,35.2,49.4,129.0,"$68,745",10,49,2.2
234,26679945,3525 Turtle Creek Blvd #19BC,Dallas,TX,75219,32.810265,-96.8031,3.0,4.0,3207,2.824,acres,6999.0,644900.0,1500000,69.0,56.0,47.7,61.0,111.5,"$60,726",10,40,1.7
235,26729855,2322 Elmwood Blvd,Dallas,TX,75224,32.723434,-96.85681,3.0,2.0,1937,8537.76,sqft,2199.0,222180.0,365000,62.0,72.0,65.1,71.9,89.6,"$34,592",10,31,3.3
236,2092094678,7706 Meadow Rd APT 123,Dallas,TX,75230,32.886486,-96.774826,2.0,2.0,1146,3.028,acres,1862.0,,223900,53.0,40.0,33.6,46.8,161.1,"$69,028",10,43,2.2
237,26756876,5807 Gramercy Pl,Dallas,TX,75230,32.89615,-96.80921,3.0,2.0,2211,0.371,acres,4189.0,434820.0,750000,60.0,9.0,33.6,46.8,161.1,"$69,028",10,43,2.2
238,26817469,9719 Kittyhawk Ln,Dallas,TX,75217,32.726665,-96.65528,3.0,2.0,1259,8102.16,sqft,1462.0,122720.0,215000,46.0,11.0,60.6,67.8,92.1,"$35,786",10,50,3.8
239,26825041,924 Timber Dell Ln,Dallas,TX,75232,32.677948,-96.83826,4.0,3.0,1962,0.29,acres,1995.0,237590.0,347000,31.0,51.0,65.7,72.3,95.9,"$35,443",10,36,2.9
240,26707240,7157 Wildbriar Dr,Dallas,TX,75214,32.831364,-96.73652,4.0,4.0,3165,7797.24,sqft,6008.0,977350.0,1495000,27.0,53.0,35.3,49.6,142.8,"$71,740",10,50,2.2
241,26902883,7843 Caruth Ct,Dallas,TX,75225,32.858833,-96.77325,3.0,4.0,3260,4356.0,sqft,,863350.0,1325000,59.0,28.0,6.7,12.9,229.3,"$156,173",10,43,2.5
242,26821342,3608 Moonstone Dr,Dallas,TX,75241,32.676052,-96.76176,3.0,1.0,908,0.28800000000000003,acres,1314.0,109180.0,150000,52.0,51.0,70.1,76.0,92.1,"$32,258",10,25,3.0
243,245230183,8226 Callimont Dr,Dallas,TX,75201,32.889920000000004,-96.76262,2.0,3.0,1594,1611.72,sqft,2449.0,420600.0,520000,38.0,58.0,49.1,63.3,167.0,"$76,408",10,30,1.6
244,26809403,3262 Whitehall Dr,Dallas,TX,75229,32.900578,-96.86628,4.0,3.0,1993,0.274,acres,2962.0,377200.0,569900,73.0,38.0,32.4,44.1,131.3,"$74,274",10,47,3.0
245,2061772997,5565 Preston Oaks Rd APT 235,Dallas,TX,75254,32.943268,-96.81311,2.0,2.0,1288,7.606,acres,,,275000,46.0,57.0,64.4,73.8,96.7,"$43,577",10,41,2.2
246,26868046,9020 Maguires Bridge Dr,Dallas,TX,75231,32.88653,-96.739624,4.0,3.0,3099,10454.4,sqft,3499.0,499700.0,820000,54.0,24.0,66.4,74.8,92.5,"$32,011",10,47,2.5
247,26806641,3826 Cabana Ln,Dallas,TX,75229,32.885223,-96.85302,4.0,3.0,2570,0.338,acres,,528390.0,859000,51.0,32.0,32.4,44.1,131.3,"$74,274",10,47,3.0
248,26805829,4052 Deep Valley Dr,Dallas,TX,75244,32.91203,-96.8436,4.0,3.0,3154,0.516,acres,4006.0,548220.0,995000,41.0,29.0,35.0,49.6,136.6,"$71,888",10,43,2.3
249,26818355,9503 Glengreen Dr,Dallas,TX,75217,32.743584,-96.659035,4.0,2.0,1440,8450.64,sqft,1731.0,125000.0,260000,46.0,68.0,60.6,67.8,92.1,"$35,786",10,50,3.8
250,26792731,10137 Fieldfare Ct,Dallas,TX,75229,32.882153,-96.84231,5.0,3.0,3194,0.398999999999999,acres,,557490.0,724900,46.0,63.0,32.4,44.1,131.3,"$74,274",10,47,3.0
251,26719679,3202 Aster St,Dallas,TX,75211,32.735035,-96.87299,3.0,2.0,1058,7013.16,sqft,1631.0,173160.0,275000,62.0,69.0,59.1,67.3,94.3,"$36,908",10,50,3.6
252,26731097,4819 March Ave,Dallas,TX,75209,32.847057,-96.8279,2.0,1.0,971,6272.64,sqft,1695.0,284530.0,499000,64.0,28.0,33.4,46.7,152.1,"$81,791",10,43,2.3
253,26657064,5955 Rosebud Dr,Dallas,TX,75252,32.997135,-96.801895,3.0,3.0,1887,3049.2,sqft,,301219.0,550000,55.0,42.0,42.2,56.5,124.0,"$55,237",10,48,2.1
254,26807741,3233 Chapel Downs Dr,Dallas,TX,75229,32.884937,-96.867966,5.0,3.0,2562,10001.0,sqft,3329.0,318730.0,540000,62.0,35.0,32.4,44.1,131.3,"$74,274",10,47,3.0
255,26774946,3408 S Ewing Ave,Dallas,TX,75216,32.702675,-96.81052,3.0,2.0,1400,7500.0,sqft,1500.0,126440.0,245000,48.0,48.0,70.7,76.4,82.1,"$23,591",10,36,2.9
256,26686150,4401 Colonial Ave,Dallas,TX,75215,32.75052,-96.76495,4.0,3.0,1682,6054.84,sqft,2156.0,219320.0,308000,42.0,10.0,70.4,76.2,84.2,"$23,991",10,44,2.5
257,53071104,6524 Garlinghouse Ln,Dallas,TX,75252,33.00388,-96.790474,3.0,3.0,2586,7840.8,sqft,2949.0,397293.0,550000,54.0,16.0,42.2,56.5,124.0,"$55,237",10,48,2.1
258,26840216,9220 Mercer Dr,Dallas,TX,75228,32.818947,-96.697105,6.0,4.0,3546,0.41300000000000003,acres,4127.0,447470.0,988000,26.0,88.0,58.0,67.2,99.8,"$36,773",10,51,3.0
259,26767893,2066 Van Cleave Dr,Dallas,TX,75216,32.72094,-96.789925,3.0,2.0,1621,0.258,acres,1800.0,171460.0,249900,44.0,48.0,70.7,76.4,82.1,"$23,591",10,36,2.9
260,2061778517,4108 Office Pkwy APT 112,Dallas,TX,75204,32.804108,-96.78855,1.0,2.0,882,0.65,acres,,,239000,70.0,15.0,60.4,70.9,123.1,"$66,646",10,38,1.8
261,26867808,7228 Claybrook Dr,Dallas,TX,75231,32.881832,-96.73705,3.0,3.0,2971,8624.88,sqft,3994.0,554450.0,880000,51.0,40.0,66.4,74.8,92.5,"$32,011",10,47,2.5
262,26827831,4620 Nettleton Dr,Dallas,TX,75211,32.710907,-96.898186,3.0,2.0,1688,0.166,sqft,2028.0,241240.0,322000,33.0,37.0,59.1,67.3,94.3,"$36,908",10,50,3.6
263,26716375,1335 Fernwood Ave,Dallas,TX,75216,32.73191,-96.80943,3.0,2.0,1455,7143.84,sqft,1645.0,118780.0,315000,31.0,41.0,70.7,76.4,82.1,"$23,591",10,36,2.9
264,26769003,810 W Greenbriar Ln,Dallas,TX,75208,32.76178,-96.83612,3.0,2.0,2518,0.298,acres,3300.0,604320.0,987000,37.0,58.0,49.5,60.4,107.9,"$46,547",10,41,3.1
265,67953635,9310 Lake June Rd,Dallas,TX,75217,32.73383,-96.66043,4.0,3.0,1515,8694.0,sqft,1749.0,126730.0,399900,48.0,62.0,60.6,67.8,92.1,"$35,786",10,50,3.8
266,26865247,10610 Royalwood Dr,Dallas,TX,75238,32.88347,-96.70177,3.0,3.0,1734,8337.0,sqft,2199.0,357740.0,499900,55.0,71.0,42.3,55.6,128.4,"$52,542",10,53,2.5
267,26852000,13639 Spring Grove Ave,Dallas,TX,75240,32.93488,-96.77319,4.0,3.0,2055,10410.84,sqft,2650.0,288980.0,555000,62.0,44.0,67.6,75.6,108.5,"$36,498",10,42,2.7
268,26704909,6234 Sudbury Dr,Dallas,TX,75214,32.838966,-96.75668,2.0,2.0,1632,7840.8,sqft,3214.0,377200.0,644000,61.0,73.0,35.3,49.6,142.8,"$71,740",10,50,2.2
269,26768303,1927 Somerset Ave,Dallas,TX,75203,32.733818,-96.796394,4.0,3.0,1536,7666.56,sqft,1733.0,162130.0,320000,60.0,30.0,70.1,76.0,88.0,"$29,045",10,35,2.7
270,26727583,515 N Oak Cliff Blvd,Dallas,TX,75208,32.7491,-96.853004,2.0,1.0,1350,7056.72,sqft,2149.0,298810.0,375000,49.0,69.0,49.5,60.4,107.9,"$46,547",10,41,3.1
271,26820467,9821 Bluffcreek Dr,Dallas,TX,75227,32.75278,-96.652756,3.0,2.0,1092,7318.08,sqft,,112280.0,215000,43.0,50.0,53.9,63.3,92.9,"$38,201",10,53,3.4
272,55147746,3616 Amber Hills Dr,Dallas,TX,75287,32.99244,-96.85274,4.0,3.0,2913,7361.64,sqft,3149.0,377532.0,542500,47.0,67.0,57.5,69.0,115.3,"$47,037",10,45,1.9
273,26890019,6640 Kings Hollow Ct,Dallas,TX,75248,32.967625,-96.79155,4.0,3.0,2490,8929.8,sqft,,389840.0,765900,48.0,52.0,35.2,49.4,129.0,"$68,745",10,49,2.2
274,26711955,422 S Marlborough Ave,Dallas,TX,75208,32.741478,-96.85119,3.0,1.0,1708,9191.16,sqft,2600.0,292120.0,375000,70.0,59.0,49.5,60.4,107.9,"$46,547",10,41,3.1
275,26681052,5237 Garland Ave,Dallas,TX,75223,32.79451,-96.755264,4.0,2.0,1662,5357.88,sqft,2400.0,207670.0,324999,73.0,44.0,56.6,65.2,90.9,"$36,206",10,44,3.1
276,26827954,2534 Western Park Dr,Dallas,TX,75211,32.717087,-96.8934,3.0,2.0,1078,8407.08,sqft,1417.0,127130.0,285000,51.0,54.0,59.1,67.3,94.3,"$36,908",10,50,3.6
277,26770784,2747 Poinsettia Dr,Dallas,TX,75211,32.724724,-96.86588,2.0,1.0,816,8102.16,sqft,1264.0,135520.0,299900,56.0,42.0,59.1,67.3,94.3,"$36,908",10,50,3.6
278,26708009,519 E 6th St,Dallas,TX,75203,32.754093,-96.8167,3.0,1.0,1290,7405.2,sqft,1950.0,195130.0,320000,52.0,57.0,70.1,76.0,88.0,"$29,045",10,35,2.7
279,26736418,9312 Lenel Pl,Dallas,TX,75220,32.862865,-96.84969,2.0,2.0,1215,10236.6,sqft,2199.0,266640.0,400000,52.0,78.0,58.2,67.6,115.2,"$38,628",10,38,3.2
280,26726322,3606 Elsie Faye Heggins St,Dallas,TX,75210,32.762875,-96.74431,2.0,1.0,1494,5837.04,sqft,1529.0,72190.0,190000,62.0,89.0,70.5,76.3,86.0,"$17,594",10,50,2.8
281,26692906,4152 Prescott Ave,Dallas,TX,75219,32.821396,-96.80471,8.0,8.0,7390,8145.72,sqft,6224.0,814430.0,1750000,73.0,59.0,47.7,61.0,111.5,"$60,726",10,40,1.7
282,2086484867,3225 Turtle Creek Blvd APT 1906,Dallas,TX,75219,32.806614,-96.80383,2.0,2.0,1152,3.536,acres,2554.0,,439000,66.0,37.0,47.7,61.0,111.5,"$60,726",10,40,1.7
283,26719905,523 Marshalldell Ave,Dallas,TX,75211,32.74043,-96.873245,4.0,3.0,1822,0.467,acres,2734.0,196300.0,400000,62.0,21.0,59.1,67.3,94.3,"$36,908",10,50,3.6
284,26879195,1024 N Justin Ave,Dallas,TX,75211,32.753067,-96.911255,8.0,4.0,3422,0.301,acres,2379.0,123340.0,349900,46.0,32.0,59.1,67.3,94.3,"$36,908",10,50,3.6
285,26880013,3932 Rosser Sq,Dallas,TX,75244,32.920765,-96.846695,2.0,2.0,1866,4791.6,sqft,2466.0,295870.0,489000,48.0,17.0,35.0,49.6,136.6,"$71,888",10,43,2.3
286,26802265,8827 Cardella Ave,Dallas,TX,75217,32.7295,-96.66707,3.0,2.0,1620,6991.0,sqft,1800.0,149100.0,239900,33.0,9.0,60.6,67.8,92.1,"$35,786",10,50,3.8
287,26758254,10643 Saint Lazare Dr,Dallas,TX,75229,32.89296,-96.83585,4.0,4.0,3487,0.383,acres,4556.0,752540.0,1650000,40.0,52.0,32.4,44.1,131.3,"$74,274",10,47,3.0
288,26758099,10010 Lennox Ln,Dallas,TX,75229,32.88055,-96.8268,6.0,9.0,11304,1.1400000000000001,acres,16826.0,1976920.0,7999000,28.0,11.0,32.4,44.1,131.3,"$74,274",10,47,3.0
289,26810490,3035 Newcastle Dr,Dallas,TX,75220,32.880272,-96.87537,3.0,2.0,1368,9016.92,sqft,2199.0,230000.0,450000,64.0,17.0,58.2,67.6,115.2,"$38,628",10,38,3.2
290,26911344,7005 Hill Forest Dr,Dallas,TX,75230,32.91248,-96.78437,4.0,6.0,6415,0.334,acres,12995.0,2000970.0,3299000,42.0,43.0,33.6,46.8,161.1,"$69,028",10,43,2.2
291,26885394,4419 Humphrey Dr,Dallas,TX,75216,32.707386,-96.76411,2.0,2.0,1872,3.0,acres,1828.0,176400.0,307000,29.0,39.0,70.7,76.4,82.1,"$23,591",10,36,2.9
292,26825190,612 Misty Glen Ln,Dallas,TX,75232,32.687466,-96.83215,3.0,2.0,3054,0.372,acres,2570.0,207790.0,310000,40.0,62.0,65.7,72.3,95.9,"$35,443",10,36,2.9
293,96508536,15407 Dorothy Nell Dr,Dallas,TX,75253,32.6852,-96.58921,3.0,2.0,1566,5270.76,sqft,1849.0,196920.0,285000,31.0,60.0,58.0,65.7,97.1,"$34,788",10,57,3.4
294,2121065814,8071 Meadow Rd APT 118,Dallas,TX,75231,32.887314,-96.76774,2.0,2.0,1197,3.331,acres,1710.0,,229900,54.0,20.0,66.4,74.8,92.5,"$32,011",10,47,2.5
295,26695383,5334 Vanderbilt Ave,Dallas,TX,75206,32.824245,-96.778435,4.0,3.0,2450,7230.96,sqft,,550850.0,899000,63.0,85.0,47.6,61.2,132.5,"$52,889",10,44,1.8
296,26805637,12207 Snow White Dr,Dallas,TX,75244,32.914204,-96.8436,3.0,3.0,2700,0.317,acres,,557990.0,874900,41.0,11.0,35.0,49.6,136.6,"$71,888",10,43,2.3
297,26710511,815 N Madison Ave,Dallas,TX,75208,32.752796000000004,-96.82696,3.0,2.0,1296,7492.32,sqft,2258.0,271880.0,465000,59.0,48.0,49.5,60.4,107.9,"$46,547",10,41,3.1
298,26822760,2421 Sylvia St,Dallas,TX,75241,32.665577,-96.78203,3.0,2.0,1180,7143.84,sqft,1394.0,100270.0,225000,24.0,71.0,70.1,76.0,92.1,"$32,258",10,25,3.0
299,2061833384,9520 Royal Ln APT 318,Dallas,TX,75243,32.89312,-96.7368,1.0,1.0,524,1.224,acres,,,75000,47.0,37.0,63.7,72.7,102.0,"$36,010",10,48,2.5
300,26700015,6512 Tyree St,Dallas,TX,75209,32.837604999999996,-96.83194,4.0,2.0,1639,6141.96,sqft,2400.0,278940.0,650000,59.0,87.0,33.4,46.7,152.1,"$81,791",10,43,2.3
301,26847432,9316 Vinewood Dr,Dallas,TX,75228,32.817383,-96.692245,3.0,5.0,3255,0.931999999999999,acres,4233.0,655930.0,1250000,51.0,50.0,58.0,67.2,99.8,"$36,773",10,51,3.0
302,67953589,2110 N Haskell Ave,Dallas,TX,75204,32.80298,-96.78697,2.0,3.0,1891,1742.4,sqft,3499.0,376070.0,475000,71.0,38.0,60.4,70.9,123.1,"$66,646",10,38,1.8
303,303984151,1625 Hickory St #103,Dallas,TX,75215,32.76919,-96.7872,2.0,3.0,2046,0.0,sqft,,449680.0,560000,60.0,65.0,70.4,76.2,84.2,"$23,991",10,44,2.5
304,26807718,3021 Timberview Rd,Dallas,TX,75229,32.8836,-96.873184,3.0,3.0,2190,0.252,acres,2824.0,275190.0,550000,65.0,73.0,32.4,44.1,131.3,"$74,274",10,47,3.0
305,26756652,6405 Royal Ln,Dallas,TX,75230,32.89515,-96.79624,5.0,5.0,4970,0.35200000000000004,acres,,957930.0,1850000,65.0,69.0,33.6,46.8,161.1,"$69,028",10,43,2.2
306,26750783,7049 Winchester St,Dallas,TX,75231,32.863026,-96.74108,4.0,2.0,1860,8929.8,sqft,3058.0,339460.0,499000,65.0,53.0,66.4,74.8,92.5,"$32,011",10,47,2.5
307,26693657,6318 Lakeshore Dr,Dallas,TX,75214,32.818848,-96.755165,2.0,2.0,1412,7492.32,sqft,2528.0,516510.0,675000,55.0,33.0,35.3,49.6,142.8,"$71,740",10,50,2.2
308,2065536294,12484 Abrams Rd APT 2304,Dallas,TX,75243,32.915157,-96.736465,2.0,2.0,998,17.99,acres,,,169000,60.0,33.0,63.7,72.7,102.0,"$36,010",10,48,2.5
309,26910980,13703 Creekside Pl,Dallas,TX,75240,32.93343,-96.789566,3.0,4.0,3602,9496.08,sqft,,650800.0,799000,54.0,72.0,67.6,75.6,108.5,"$36,498",10,42,2.7
310,96511941,2515 Hooper St,Dallas,TX,75215,32.74883,-96.75262,3.0,3.0,1225,5924.16,sqft,1494.0,156230.0,254900,53.0,45.0,70.4,76.2,84.2,"$23,991",10,44,2.5
311,27291559,3931 Granbury Dr,Dallas,TX,75287,33.00128,-96.84468,4.0,3.0,2994,8712.0,sqft,3399.0,459091.0,660000,59.0,96.0,57.5,69.0,115.3,"$47,037",10,45,1.9
312,2061835954,6808 Eastridge Dr #E3-26,Dallas,TX,75231,32.867744,-96.7507,1.0,2.0,1287,1.415,acres,,,189000,60.0,81.0,66.4,74.8,92.5,"$32,011",10,47,2.5
313,60331397,3307 Throckmorton St,Dallas,TX,75219,32.8123,-96.809784,3.0,4.0,2527,2047.32,sqft,4500.0,467500.0,1219000,77.0,76.0,47.7,61.0,111.5,"$60,726",10,40,1.7
314,2111522368,3883 Turtle Creek Blvd APT 1511,Dallas,TX,75219,32.814827,-96.7984,1.0,1.0,774,3.159,acres,1604.0,,249000,69.0,44.0,47.7,61.0,111.5,"$60,726",10,40,1.7
315,26747307,4664 Matilda St #B,Dallas,TX,75206,32.84416,-96.76753,1.0,1.0,738,4.1194,acres,1350.0,118080.0,150000,75.0,54.0,47.6,61.2,132.5,"$52,889",10,44,1.8
316,26785034,5024 Groom Ln,Dallas,TX,75227,32.78353,-96.69926,3.0,3.0,2206,8755.56,sqft,2191.0,265330.0,399000,49.0,75.0,53.9,63.3,92.9,"$38,201",10,53,3.4
317,26851654,13125 Red Fern Ln,Dallas,TX,75240,32.927208,-96.77347,4.0,4.0,2574,8973.36,sqft,3965.0,187110.0,565000,63.0,72.0,67.6,75.6,108.5,"$36,498",10,42,2.7
318,26692099,5210 Homer St,Dallas,TX,75206,32.81755,-96.782906,5.0,5.0,3928,6708.24,sqft,6233.0,966130.0,1395000,69.0,53.0,47.6,61.2,132.5,"$52,889",10,44,1.8
319,26828813,5980 Melshire Dr,Dallas,TX,75230,32.913975,-96.80396,5.0,7.0,6786,0.376,acres,13120.0,2009180.0,4250000,61.0,23.0,33.6,46.8,161.1,"$69,028",10,43,2.2
320,26882608,13126 Halwin Cir,Dallas,TX,75243,32.92744,-96.717064,3.0,3.0,2299,8755.56,sqft,2600.0,298280.0,465000,54.0,35.0,63.7,72.7,102.0,"$36,010",10,48,2.5
321,26822282,3941 Ivy Ridge St,Dallas,TX,75241,32.6659,-96.75642,3.0,2.0,1510,6795.36,sqft,,139050.0,250000,30.0,35.0,70.1,76.0,92.1,"$32,258",10,25,3.0
322,2097985132,5981 Arapaho Rd APT 1802,Dallas,TX,75248,32.961018,-96.80865,2.0,2.0,1038,6.389,acres,1500.0,,244000,46.0,20.0,35.2,49.4,129.0,"$68,745",10,49,2.2
323,2077943368,5981 Arapaho Rd APT 306,Dallas,TX,75248,32.961018,-96.80865,2.0,2.0,1205,6.389,acres,1946.0,,250000,46.0,5.0,35.2,49.4,129.0,"$68,745",10,49,2.2
324,26804178,5131 Pebblebrook Dr,Dallas,TX,75229,32.896408,-96.81828,4.0,5.0,5186,0.534,acres,7605.0,1130840.0,1900000,36.0,33.0,32.4,44.1,131.3,"$74,274",10,47,3.0
325,26915236,5963 Wisdom Creek Dr,Dallas,TX,75249,32.649837,-96.97421,4.0,3.0,2316,6141.96,sqft,2394.0,243990.0,325000,7.0,50.0,37.9,50.8,100.2,"$53,624",10,59,3.0
326,26892593,7009 Cloverglen Dr,Dallas,TX,75249,32.628937,-96.94382,3.0,2.0,1824,7884.36,sqft,,170520.0,300000,36.0,89.0,37.9,50.8,100.2,"$53,624",10,59,3.0
327,26851958,13828 Peyton Dr,Dallas,TX,75240,32.93619,-96.77533,4.0,3.0,3510,10105.92,sqft,,357930.0,650000,60.0,18.0,67.6,75.6,108.5,"$36,498",10,42,2.7
328,2102577559,4011 Cole Ave APT 113,Dallas,TX,75204,32.81271,-96.79465,2.0,2.0,910,1.15,acres,1884.0,,310000,79.0,86.0,60.4,70.9,123.1,"$66,646",10,38,1.8
329,26796799,734 Helena Ave,Dallas,TX,75217,32.725697,-96.71511,4.0,2.0,1538,7144.0,sqft,2152.0,30000.0,305000,40.0,11.0,60.6,67.8,92.1,"$35,786",10,50,3.8
330,333139438,5719 Lindell Ave UNIT C,Dallas,TX,75206,32.809036,-96.76834,2.0,4.0,2096,7187.4,sqft,3614.0,482080.0,638750,69.0,94.0,47.6,61.2,132.5,"$52,889",10,44,1.8
331,26910134,4752 Elm Leaf Dr,Dallas,TX,75236,32.677944,-96.902985,4.0,3.0,1525,7753.68,sqft,1818.0,172710.0,250000,40.0,78.0,65.3,73.1,95.9,"$38,408",10,54,2.9
332,69677131,1122 Jackson St APT 711,Dallas,TX,75202,32.778267,-96.802444,1.0,1.0,1039,0.984,acres,,228580.0,325000,78.0,72.0,49.4,63.1,104.7,"$79,336",10,18,1.5
333,26586289,4042 Villa Grove Dr,Dallas,TX,75287,32.989704,-96.84017,4.0,3.0,2820,10454.4,sqft,,462503.0,615000,56.0,89.0,57.5,69.0,115.3,"$47,037",10,45,1.9
334,26627589,4748 Old Bent Tree Ln APT 1903,Dallas,TX,75287,33.00106,-96.82703,2.0,2.0,950,2395.8,sqft,1328.0,147121.0,220000,51.0,38.0,57.5,69.0,115.3,"$47,037",10,45,1.9
335,2129915158,4021 Cole Ave APT 204,Dallas,TX,75204,32.812923,-96.79453,2.0,2.0,1030,1.15,acres,1998.0,,320000,79.0,48.0,60.4,70.9,123.1,"$66,646",10,38,1.8
336,67953651,21 Kennington Ct,Dallas,TX,75248,32.969135,-96.81458,3.0,4.0,4651,9713.88,sqft,6343.0,927460.0,1795000,31.0,46.0,35.2,49.4,129.0,"$68,745",10,49,2.2
337,26695299,5415 Monticello Ave,Dallas,TX,75206,32.82671,-96.77673,4.0,3.0,3647,7230.96,sqft,7402.0,671160.0,1395000,64.0,93.0,47.6,61.2,132.5,"$52,889",10,44,1.8
338,26874741,7856 La Cabeza Dr,Dallas,TX,75248,32.970993,-96.7705,4.0,3.0,2302,8494.2,sqft,2834.0,345710.0,679900,53.0,1.0,35.2,49.4,129.0,"$68,745",10,49,2.2
339,125257298,1828 Euclid Ave #3,Dallas,TX,75206,32.811745,-96.77334,2.0,3.0,1855,0.34400000000000003,acres,2679.0,394000.0,599000,66.0,6.0,47.6,61.2,132.5,"$52,889",10,44,1.8
340,26876678,5919 Club Hill Pl,Dallas,TX,75248,32.98551,-96.81701,3.0,5.0,5330,5270.76,sqft,5729.0,977680.0,1499000,13.0,19.0,35.2,49.4,129.0,"$68,745",10,49,2.2
341,26877803,3970 Avocado Dr,Dallas,TX,75241,32.665855,-96.74743,4.0,2.0,1508,6882.48,sqft,1450.0,163190.0,235000,35.0,21.0,70.1,76.0,92.1,"$32,258",10,25,3.0
342,26827221,3222 Kiest Forest Dr,Dallas,TX,75233,32.704884,-96.87971,3.0,3.0,1838,10105.92,sqft,,199980.0,345650,32.0,81.0,59.6,67.9,102.5,"$39,175",10,48,3.3
343,26881807,4612 Ellensburg Dr,Dallas,TX,75244,32.91587,-96.82881,5.0,7.0,5165,0.367,acres,3360.0,572580.0,2395000,47.0,48.0,35.0,49.6,136.6,"$71,888",10,43,2.3
344,26678136,4311 Roseland Ave,Dallas,TX,75204,32.802586,-96.782715,3.0,4.0,2704,2439.36,sqft,4108.0,514550.0,789000,68.0,49.0,60.4,70.9,123.1,"$66,646",10,38,1.8
345,26906595,10315 Budtime Ln,Dallas,TX,75217,32.730984,-96.643326,4.0,2.0,1527,6054.84,sqft,1749.0,156120.0,265000,42.0,84.0,60.6,67.8,92.1,"$35,786",10,50,3.8
346,26688507,3917 Copeland Ave,Dallas,TX,75210,32.769432,-96.745964,3.0,2.0,1008,6229.08,sqft,1594.0,115610.0,229000,72.0,22.0,70.5,76.3,86.0,"$17,594",10,50,2.8
